"Assessed","Assessor","question1","question2","dimension","answer"
"Nadelena Ala","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Nadelena Ala","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","3"
"Nadelena Ala","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Nadelena Ala","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Nadelena Ala","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Nadelena Ala","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Nadelena Ala","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Nadelena Ala","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Nadelena Ala","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Peta Karmazin","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","","Align more with team"
"Peta Karmazin","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Peta Karmazin","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Peta Karmazin","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Peta Karmazin","Stacey-Anne Greenig"," ","Spaceholder","",""
"Peta Karmazin","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Peta Karmazin","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","3"
"Peta Karmazin","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Peta Karmazin","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","5"
"Peta Karmazin","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
"Peta Karmazin","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Peta Karmazin","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Peta Karmazin","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Peta Karmazin","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Peta Karmazin","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Peta Karmazin","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Peta Karmazin","Laureen Jagtiani"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Peta Karmazin","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","",""
"Peta Karmazin","Laureen Jagtiani"," ","Spaceholder","",""
"Peta Karmazin","Laureen Jagtiani"," ","Spaceholder","",""
"Peta Karmazin","Laureen Jagtiani"," ","Spaceholder","",""
"Peta Karmazin","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Peta Karmazin","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","5"
"Peta Karmazin","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Peta Karmazin","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","1"
"Peta Karmazin","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Peta Karmazin","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Peta Karmazin","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Peta Karmazin","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Peta Karmazin","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Peta Karmazin","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Peta Karmazin","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Peta Karmazin","Marjiwra Clowe"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Peta Karmazin","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Peta Karmazin","Marjiwra Clowe"," ","Spaceholder","",""
"Peta Karmazin","Marjiwra Clowe"," ","Spaceholder","",""
"Peta Karmazin","Marjiwra Clowe"," ","Spaceholder","",""
"Peta Karmazin","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Peta Karmazin","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","1"
"Peta Karmazin","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Peta Karmazin","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","2"
"Peta Karmazin","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Peta Karmazin","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Peta Karmazin","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Peta Karmazin","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Peta Karmazin","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Peta Karmazin","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Peta Karmazin","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Nadelena Ala"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Peta Karmazin","Nadelena Ala"," ","Up to 3 things the person should improve","",""
"Peta Karmazin","Nadelena Ala"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Peta Karmazin","Nadelena Ala"," ","Spaceholder","",""
"Peta Karmazin","Nadelena Ala"," ","Spaceholder","",""
"Peta Karmazin","Nadelena Ala"," ","Spaceholder","",""
"Peta Karmazin","Nadelena Ala"," ","Your relationship to the person being assessed","","Peer"
"Peta Karmazin","Nadelena Ala","1. This person proactively works on solutions."," ","Current Performance","1"
"Peta Karmazin","Nadelena Ala","1. This person proactively works on solutions."," ","Desired Performance",""
"Peta Karmazin","Nadelena Ala","2. This person makes the team more effective."," ","Current Performance","6"
"Peta Karmazin","Nadelena Ala","2. This person makes the team more effective."," ","Desired Performance",""
"Peta Karmazin","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Peta Karmazin","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Peta Karmazin","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Peta Karmazin","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Peta Karmazin","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Peta Karmazin","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Peta Karmazin","Metin Buntyn"," ","Up to 3 things the person should improve","",""
"Peta Karmazin","Metin Buntyn"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Peta Karmazin","Metin Buntyn"," ","Spaceholder","",""
"Peta Karmazin","Metin Buntyn"," ","Spaceholder","",""
"Peta Karmazin","Metin Buntyn"," ","Spaceholder","",""
"Peta Karmazin","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Peta Karmazin","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","4"
"Peta Karmazin","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Peta Karmazin","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","7"
"Peta Karmazin","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Peta Karmazin","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Peta Karmazin","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Peta Karmazin","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Peta Karmazin","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Peta Karmazin","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Peta Karmazin","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Peta Karmazin","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Peta Karmazin","Graym Renollet"," ","Up to 3 things the person should improve","",""
